count,post,get,filter
11113,19,12,2753
11110,18,12,2803
11119,16,10,2144
11117,21,10,2357
11115,17,12,2610
11118,17,14,2614
11116,15,10,2622
11123,17,13,2472
11122,17,14,2534
11121,17,11,2681
11124,13,11,2793
11120,16,11,2820
11125,21,11,2323
11129,15,13,2377
11127,17,11,2642
11126,14,11,2646
11128,16,11,2671
11133,18,13,2402
11131,21,12,2402
11134,17,11,2672
11132,16,10,2846
11130,13,8,2918
11135,20,12,2061
11139,18,13,2100
11136,18,13,2554
11138,15,12,2619
11137,18,12,2635
11143,17,12,2479
11142,18,13,2485
11140,15,10,2877
11144,16,10,2885
11141,18,12,2896
11145,22,15,2344
11149,24,11,2440
11148,17,13,2685
11147,21,11,2712
11146,21,11,2715
11150,16,14,2220
11151,30,27,2505
11153,19,14,2587
11154,28,10,2642
11152,27,11,2837
11156,20,13,2061
11159,19,10,2242
11158,20,9,2487
11157,15,10,2588
11155,18,10,2650
11164,20,12,2335
11163,20,10,2399
11162,15,11,2799
11161,17,12,2808
11160,17,10,2838
11169,18,12,2280
11168,16,10,2333
11166,19,9,2555
11165,14,10,2662
11167,15,10,2685
11172,19,13,2378
11171,16,14,2607
11174,16,13,2683
11173,15,11,2701
11170,13,13,2870
11176,18,12,2532
11178,17,10,2573
11179,17,8,2580
11177,15,10,2774
11175,13,9,2806
11183,11,11,2102
11182,18,12,2477
11181,19,15,2664
11180,16,12,2673
11184,15,11,2767
11188,16,13,2331
11189,15,12,2490
11186,16,11,2508
11185,15,10,2637
11187,12,11,2682
11194,18,12,2376
11193,13,11,2410
11192,17,9,2757
11191,19,11,2819
11190,14,13,2850
11196,21,13,1686
11195,19,16,2168
11197,19,12,2600
11199,18,11,2704
11198,15,12,2722
11200,16,14,2480
11204,16,10,2631
11201,17,14,2710
11203,16,10,2870
11202,13,12,2970
11208,16,16,2112
11209,17,14,2353
11206,18,12,2511
11205,17,12,2658
11207,14,12,2716
11213,21,15,2398
11212,21,13,2667
11211,21,14,2738
11214,20,11,2752
11210,18,13,2876
11219,15,11,2162
11218,16,15,2366
11215,17,13,2444
11216,17,11,2609
11217,14,11,2698
11224,13,10,2342
11223,23,12,2731
11222,20,10,2761
11220,20,13,2768
11221,22,10,2820
11225,16,9,2246
11226,20,12,2267
11228,16,12,2456
11229,19,9,2550
11227,16,10,2647
11234,18,11,2405
11230,16,9,2420
11233,15,11,2642
11231,19,10,2781
11232,14,9,2851
11236,22,10,2249
11235,18,11,2459
11239,20,11,2494
11237,18,10,2709
11238,15,10,2758
11241,26,12,2554
11242,26,16,2660
11243,24,19,2700
11244,27,12,2825
11240,28,12,2875
11246,19,11,2375
11247,19,15,2435
11248,15,15,2457
11249,19,10,2669
11245,15,12,2714
11254,18,11,2481
11251,18,11,2754
11250,18,11,2844
11252,17,12,2859
11253,13,13,2907
11256,17,15,2139
11258,15,13,2507
11259,17,11,2535
11257,15,11,2674
11255,14,11,2690
11261,19,11,2395
11263,18,9,2653
11264,14,10,2709
11260,14,10,2835
11262,12,10,2895
11267,21,12,2197
11266,21,12,2260
11265,22,15,2485
11268,18,12,2637
11269,22,10,2655
11274,15,12,2513
11272,18,13,2639
11271,18,11,2780
11273,15,10,2882
11270,14,10,2898
11278,19,10,2178
11276,22,12,2344
11277,21,11,2455
11279,20,9,2631
11275,17,9,2661
11281,23,12,2622
11283,24,12,2729
11280,21,10,2945
11282,24,11,3131
11284,22,10,3148
11287,14,10,2314
11286,19,13,2454
11289,18,12,2749
11288,18,10,3112
11285,17,11,3245
11294,18,14,2631
11293,24,11,2637
11290,19,12,3062
11292,17,12,3065
11291,15,11,3121
11298,20,12,2258
11297,24,12,2342
11295,22,11,2646
11299,21,11,2828
11296,16,13,2864
11302,15,11,2245
11303,14,13,2285
11304,19,8,2787
11300,17,10,2855
11301,13,11,2862
11306,15,13,2540
11309,14,13,2545
11307,15,14,2624
11308,19,9,2849
11305,12,10,2939
11310,13,10,2093
11314,17,24,2321
11313,18,22,2438
11311,16,11,2602
11312,14,12,2655
11316,19,10,2760
11319,17,15,2791
11315,18,11,2804
11318,18,14,2818
11317,16,11,2920
11323,15,8,2063
11322,19,9,2160
11324,20,12,2561
11320,20,11,2573
11321,18,10,2636
11325,20,11,2347
11329,19,11,2758
11328,16,10,2775
11326,18,10,2898
11327,14,9,2928
11334,16,10,1814
11333,19,12,2198
11332,19,12,2553
11330,14,9,2605
11331,18,11,2639
11337,16,12,2505
11336,17,11,2555
11335,16,13,2795
11338,17,11,2797
11339,14,10,2920
11340,21,11,2067
11344,20,10,2358
11343,18,10,2379
11341,15,10,2622
11342,17,10,2658
11349,18,12,2637
11347,18,13,2681
11348,18,12,2722
11346,16,10,2842
11345,15,14,2930
11353,18,12,2452
11354,18,12,2593
11351,17,11,2612
11352,16,10,2635
11350,15,9,2697
11357,13,11,2290
11359,19,12,2361
11355,19,10,2587
11356,16,12,2751
11358,15,10,2855
11361,16,10,2173
11363,18,13,2200
11362,19,11,2663
11364,17,12,2668
11360,19,11,2686
11369,20,10,2524
11366,17,12,2572
11367,17,12,2697
11368,15,12,2755
11365,14,11,2850
11374,18,15,2518
11371,19,12,2526
11372,18,11,2647
11373,16,9,2745
11370,15,8,2773
11376,21,13,2372
11377,20,13,2437
11379,21,13,2616
11375,25,10,2620
11378,18,12,2699
11380,16,10,2491
11382,17,13,2520
11384,18,12,2647
11381,18,11,2803
11383,17,9,2852
11387,16,11,2578
11386,19,10,2594
11385,15,12,2782
11388,15,9,2822
11389,11,10,2861
11391,20,17,2631
11390,15,18,2724
11392,18,21,2811
11394,14,15,2930
11393,11,15,2964
11398,16,15,2355
11397,17,11,2440
11395,17,13,2464
11396,16,10,2679
11399,13,12,2721
11403,21,10,2556
11402,18,11,2746
11404,17,14,2781
11400,17,11,2913
11401,15,11,2952
11407,19,14,2367
11409,19,12,2432
11408,18,11,2711
11406,16,13,2728
11405,15,12,2802
11414,18,14,2698
11410,19,14,2719
11413,15,12,2904
11411,19,11,2917
11412,19,10,2939
11416,18,11,2174
11419,20,11,2520
11418,18,9,2550
11415,17,9,2692
11417,14,10,2698
11421,20,11,2532
11424,19,10,2596
11422,17,10,2733
11423,15,10,2837
11420,15,9,2934
11428,17,11,2244
11425,15,13,2450
11429,17,11,2498
11427,17,11,2689
11426,14,11,2697
11430,18,12,2354
11431,19,12,2635
11433,20,10,2793
11434,19,11,2898
11432,16,11,2972
11438,18,10,2427
11439,18,10,2496
11435,14,9,2650
11436,16,11,2689
11437,15,10,2756
11443,20,8,2261
11441,16,13,2451
11444,16,12,2709
11442,16,10,2876
11440,15,10,2899
11445,18,12,2321
11449,17,12,2527
11446,15,11,2764
11448,17,10,2776
11447,13,9,2836
11454,18,12,2219
11452,18,11,2299
11450,18,10,2649
11451,15,10,2833
11453,12,9,2915
11456,19,11,2391
11459,16,11,2510
11457,14,9,2607
11455,17,9,2637
11458,12,9,2706
11460,19,15,2317
11461,18,13,2450
11464,18,12,2739
11463,15,11,2949
11462,15,14,2966
11467,18,14,2321
11465,22,11,2542
11468,13,11,2720
11469,16,12,2723
11466,16,11,2796
11473,24,17,2076
11470,21,25,2393
11471,22,24,2470
11472,22,17,2683
11474,24,19,2679
11476,18,11,2778
11475,17,15,2824
11477,18,11,2829
11478,17,10,2845
11479,13,11,2946
11480,18,13,2437
11483,17,12,2442
11484,15,11,2619
11481,15,11,2690
11482,13,11,2759
11487,18,11,2379
11489,23,9,2537
11488,25,11,2632
11486,20,13,2731
11485,21,11,2856
11493,19,14,2287
11491,26,10,2540
11492,20,11,2717
11494,22,11,2770
11490,23,9,2817
11499,17,12,2738
11498,18,9,2858
11496,15,10,2868
11497,17,12,2869
11495,14,9,2880
11501,19,11,2374
11504,20,12,2472
11503,16,12,2659
11502,16,10,2754
11500,15,10,2764
11509,17,12,2602
11507,17,8,2725
11508,17,12,2746
11506,15,9,2835
11505,14,8,2951
11513,18,11,2088
11514,16,15,2480
11511,17,12,2671
11512,16,11,2699
11510,14,11,2804
11517,31,11,2358
11518,30,10,2480
11519,24,10,2688
11515,26,9,2758
11516,28,10,2757
11522,14,11,2245
11521,17,16,2363
11524,18,12,2630
11520,18,11,2774
11523,15,14,2818
11525,17,17,2579
11529,17,18,2581
11526,18,14,2777
11527,14,14,2849
11528,16,13,2861
11532,16,16,2085
11534,20,9,2229
11531,16,13,2693
11530,18,10,2721
11533,14,11,2766
11539,20,12,2320
11536,26,14,2665
11537,27,13,2789
11535,24,14,2816
11538,26,9,2947
11543,19,14,2497
11541,19,14,2532
11542,20,12,2547
11544,15,10,2727
11540,18,10,2730
11546,17,14,2222
11547,18,13,2579
11549,16,11,2711
11548,17,10,2849
11545,13,12,2937
11552,16,11,2342
11551,16,15,2456
11554,15,11,2655
11553,11,11,2692
11550,15,10,2710
11558,18,9,2302
11556,17,13,2441
11559,17,12,2661
11555,13,12,2831
11557,13,14,2856
11564,21,9,2356
11562,18,12,2463
11563,17,11,2687
11561,14,10,2788
11560,14,10,2830
11569,17,14,2112
11567,23,11,2312
11566,19,11,2685
11565,18,15,2709
11568,16,12,2727
11570,19,15,2648
11571,18,15,2668
11572,22,10,2799
11574,22,8,2864
11573,16,12,2923
11576,18,14,2223
11575,18,14,2406
11579,17,11,2633
11577,17,12,2712
11578,15,12,2853
11582,20,15,2061
11580,15,10,2241
11581,23,10,2586
11583,14,11,2683
11584,19,12,2713
11585,13,10,2525
11589,18,13,2589
11588,18,13,2640
11587,18,11,2804
11586,16,11,2831
11592,20,9,2519
11591,18,11,2623
11590,17,10,2707
11593,14,10,2842
11594,16,12,2875
11595,23,13,2304
11598,23,12,2448
11599,22,13,2843
11596,20,12,2875
11597,21,11,2882
11603,18,10,2837
11600,19,11,2848
11601,14,10,2894
11602,16,10,2898
11604,13,9,3003
11605,14,13,2094
11609,17,14,2382
11607,17,13,2491
11606,18,12,2644
11608,18,11,2715
11610,17,13,2533
11614,14,14,2774
11612,16,10,2816
11611,17,9,2867
11613,14,10,3011
11615,19,9,2308
11616,19,15,2476
11617,18,16,2705
11618,14,12,2768
11619,17,11,2782
11621,21,12,2696
11624,18,11,2732
11622,17,11,2867
11620,18,9,2890
11623,14,10,3002
11625,18,14,2381
11627,17,10,2444
11628,16,11,2758
11629,17,11,2827
11626,13,12,2895
11630,15,14,2409
11631,19,16,2694
11634,18,19,2705
11633,19,17,2709
11632,13,11,2792
11635,17,14,2353
11639,16,11,2566
11637,17,10,2806
11638,16,11,2898
11636,13,11,2951
11643,18,11,2314
11641,19,11,2535
11640,16,12,2744
11644,18,12,2741
11642,13,13,2792
11649,20,10,2615
11646,19,10,2906
11647,21,9,2915
11648,15,11,3000
11645,16,10,3102
11653,20,13,2506
11652,20,13,2591
11654,21,9,2680
11651,17,13,2723
11650,17,11,2814
11657,16,9,2545
11656,20,12,2950
11659,20,9,2975
11655,20,12,3017
11658,17,10,3138
11660,21,15,2282
11664,20,14,2327
11661,17,14,2718
11663,16,12,2764
11662,20,10,2781
11669,25,21,2594
11666,25,21,2647
11667,22,20,2678
11665,22,19,2862
11668,20,17,2934
11670,29,13,2287
11671,30,17,2397
11674,34,12,2574
11672,34,9,2690
11673,29,14,2741
11679,23,14,2114
11678,23,13,2653
11677,24,14,2664
11675,20,16,2839
11676,20,14,2894
11684,16,12,2511
11682,16,13,2583
11681,16,10,2701
11680,17,10,2705
11683,12,12,2960
11685,19,9,2699
11686,19,12,2699
11688,12,9,2714
11689,17,11,2716
11687,14,10,2788
11694,17,10,2396
11691,19,9,2625
11693,16,10,2714
11692,14,10,2880
11690,13,9,2924
11696,19,10,2625
11699,19,12,2708
11698,16,12,2977
11695,17,10,3007
11697,14,10,3165
11702,16,10,2346
11704,19,10,2375
11700,20,10,2590
11701,18,10,2737
11703,13,10,2797
11707,19,12,2836
11709,19,11,2880
11708,19,12,2919
11706,21,14,2950
11705,17,12,3032
11713,16,13,2482
11711,17,13,2496
11714,16,10,2718
11712,15,11,2760
11710,14,11,2797
11716,17,11,2170
11717,17,14,2811
11719,15,12,2821
11715,16,11,2826
11718,13,12,2953
11724,16,10,2470
11721,17,10,2574
11722,13,11,2905
11723,13,10,3016
11720,12,9,3032
11727,12,10,2028
11726,18,11,2263
11728,17,11,2476
11729,14,12,2582
11725,15,10,2662
11732,17,11,2621
11734,17,15,2630
11733,12,9,2756
11731,17,10,2888
11730,15,10,2971
11737,21,12,2243
11735,27,9,2386
11739,24,9,2722
11736,21,10,2747
11738,19,10,2775
11742,19,50,2284
11743,18,49,2408
11741,15,50,2638
11744,14,48,2684
11740,13,11,2797
11747,18,13,2540
11746,18,14,2541
11745,18,11,2674
11749,18,9,2800
11748,15,11,2908
11750,14,11,2428
11752,12,11,2615
11754,16,13,2611
11753,16,12,2784
11751,17,9,2877
11756,18,11,2383
11759,19,12,2430
11758,16,10,2525
11757,13,10,2723
11755,15,10,2732
11763,19,14,2442
11762,19,14,2628
11761,18,11,2686
11764,20,9,2862
11760,16,12,2949
11769,16,18,2552
11768,15,17,2608
11767,18,13,2687
11765,17,12,2807
11766,13,15,2983
11772,19,11,2126
11771,19,9,2259
11773,17,9,2586
11774,14,10,2694
11770,12,10,2771
11776,19,10,2613
11777,18,12,2652
11778,16,10,2708
11779,13,12,2897
11775,13,10,2962
11783,14,10,2046
11781,18,12,2355
11782,19,11,2608
11780,16,10,2714
11784,17,10,2741
11788,19,14,2365
11785,19,14,2417
11787,20,13,2611
11786,19,12,2689
11789,16,13,2711
11792,35,14,2247
11794,34,16,2606
11793,36,12,2685
11791,36,10,2882
11790,33,11,2910
11799,17,12,2497
11795,21,9,2761
11796,15,12,2810
11798,14,11,2837
11797,17,10,2853
11801,18,12,2492
11803,18,10,2642
11800,17,10,2747
11802,14,10,2835
11804,13,9,2876
11809,15,12,2508
11807,17,8,2550
11806,16,11,2730
11805,14,10,2816
11808,12,8,2909
11814,29,19,2411
11810,21,23,2441
11813,19,21,2850
11812,19,23,2877
11811,18,21,2978
11816,19,11,2401
11818,19,14,2442
11817,19,14,2581
11819,20,9,2707
11815,16,12,2742
11820,24,11,2789
11824,24,10,2826
11822,23,15,2860
11823,21,11,2942
11821,16,11,2993
11825,20,11,2532
11826,20,9,2692
11828,20,10,2695
11829,14,10,2893
11827,16,10,2909
11832,11,9,1970
11834,17,11,2563
11833,17,9,2641
11831,17,9,2795
11830,15,10,2863
11838,21,10,2315
11836,18,15,2631
11835,18,12,2742
11837,16,15,2853
11839,15,11,2956
11840,17,15,2501
11843,17,12,2577
11844,17,10,2749
11842,15,11,2910
11841,14,9,2947
11845,14,11,2536
11848,16,16,2655
11847,21,8,3003
11849,16,10,3069
11846,17,12,3117
11852,19,11,2301
11854,16,11,2398
11851,16,10,2670
11850,13,10,2771
11853,13,11,2808
11856,17,13,2740
11858,14,13,2876
11859,21,9,2926
11857,17,10,3009
11855,14,11,3083
11861,17,13,2342
11862,16,11,2570
11864,16,9,2693
11860,13,9,2843
11863,14,10,2858
11867,16,12,2355
11868,19,15,2747
11869,19,14,2807
11866,23,9,2844
11865,20,11,2952
11871,21,12,2548
11870,22,14,2565
11874,20,10,2877
11873,19,10,2926
11872,17,9,3052
11879,18,12,2360
11877,17,10,2532
11876,20,9,2676
11875,16,9,2739
11878,14,10,2837
11880,17,29,2658
11881,17,28,2733
11882,17,27,2797
11884,17,28,2966
11883,14,15,3024
11889,15,10,2217
11886,19,14,2335
11888,18,14,2658
11887,19,11,2719
11885,19,10,2756
11892,17,12,2319
11894,18,12,2454
11893,17,12,2872
11891,14,12,2880
11890,15,10,2995
11897,18,11,2524
11898,15,12,2777
11896,19,10,2791
11899,14,10,2884
11895,13,10,2894
11900,22,10,2280
11902,19,10,2451
11901,17,9,2729
11904,16,8,2893
11903,12,10,2895
11909,16,14,2427
11905,16,14,2558
11906,15,11,2792
11908,17,9,2849
11907,12,12,2934
11910,18,14,2545
11914,18,13,2594
11912,15,13,2976
11911,16,12,2991
11913,12,13,3054
11918,16,15,2150
11916,18,12,2355
11919,16,11,2583
11917,12,11,2777
11915,15,11,2783
11921,17,9,2754
11924,17,12,2777
11920,17,12,2828
11922,16,10,2989
11923,13,11,3060
11925,20,9,2271
11926,17,14,2645
11928,16,12,2792
11929,18,13,2837
11927,14,12,2857
11932,14,50,2443
11930,14,45,2564
11931,54,8,2572
11934,51,8,2691
11933,15,41,2850
11937,18,15,2255
11935,16,15,2271
11936,19,14,2696
11938,18,11,2751
11939,16,16,2767
11942,19,11,2343
11940,18,12,2476
11943,18,11,2665
11941,16,11,2857
11944,13,12,2921
11949,18,12,2463
11948,18,11,2831
11946,18,10,2952
11945,16,11,2988
11947,13,10,3024
11953,19,16,2541
11951,19,15,2545
11954,18,13,2693
11950,16,13,2749
11952,14,10,2875
11956,19,13,2867
11959,18,9,2933
11955,19,10,2951
11958,14,14,2988
11957,14,11,3077
11961,18,10,2594
11962,18,11,2610
11963,15,10,2851
11960,16,10,2857
11964,13,11,2875
11966,15,13,2849
11968,19,9,2920
11967,15,9,2929
11969,16,10,2964
11965,13,11,3039
11972,18,11,2330
11974,18,10,2509
11973,14,9,2807
11970,17,10,2811
11971,19,8,2825
11975,16,12,2610
11978,19,10,2610
11979,14,12,2888
11977,15,11,2898
11976,13,11,2961
11984,18,13,2435
11981,19,14,2731
11982,16,11,2986
11980,19,10,3026
11983,19,10,3046
11988,19,10,2244
11986,21,9,2461
11989,16,11,2614
11985,16,10,2791
11987,14,9,2838
11992,18,13,2569
11990,18,14,2680
11994,14,16,2918
11993,15,11,2992
11991,18,10,3061
11997,21,9,2358
11999,16,11,2544
11996,17,10,2686
11998,14,9,2803
11995,15,10,2812
12000,18,14,2783
12004,17,13,2874
12002,17,12,2954
12003,17,10,3007
12001,14,12,3048
12008,14,11,2401
12009,18,11,3013
12007,18,10,3038
12006,16,11,3058
12005,13,9,3098
12013,26,13,2104
12012,25,13,2368
12011,23,13,2645
12010,17,12,2825
12014,19,15,2837
12017,21,9,2476
12015,18,11,2663
12019,18,12,2759
12016,17,9,2961
12018,15,9,3100
12024,18,17,2450
12021,19,17,2735
12020,16,16,2763
12023,15,14,2770
12022,13,12,2848
12029,15,14,2747
12028,11,14,2877
12025,17,13,2876
12027,15,13,3026
12026,16,8,3082
12034,21,14,2484
12031,19,18,2593
12033,18,14,2714
12032,15,15,2921
12030,22,11,3031
12036,17,12,2344
12035,19,9,2365
12037,17,9,2668
12039,14,9,2777
12038,13,8,2816
12043,17,11,2841
12044,16,13,2877
12042,16,10,2891
12041,15,10,2958
12040,13,12,3028
12049,16,14,2594
12045,16,12,2698
12046,17,10,2824
12048,17,10,2855
12047,13,12,2971
12054,15,12,2169
12052,19,13,2290
12053,19,10,2643
12050,15,11,2764
12051,16,11,2784
12056,16,16,2419
12055,13,14,2646
12059,14,16,2851
12058,14,13,2914
12057,17,12,3000
12061,19,12,2599
12064,18,12,2605
12062,16,11,2906
12060,13,10,2995
12063,18,11,3019
12069,22,10,2734
12066,18,11,2882
12067,17,15,3511
12068,15,12,3618
12065,17,12,3636
12073,14,12,2663
12072,18,14,2737
12071,19,10,2822
12070,16,14,2955
12074,18,10,3037
12075,17,16,2506
12079,18,15,2700
12077,18,12,2829
12078,14,14,3010
12076,15,15,3052
12080,24,9,2297
12082,20,9,2311
12081,20,11,2676
12083,17,10,2806
12084,15,10,2823
12088,13,10,2245
12089,18,11,2451
12087,15,12,2758
12085,19,9,2908
12086,16,10,3015
12091,18,18,2325
12090,17,17,2359
12093,16,18,2907
12092,15,15,2966
12094,16,18,3001
12099,16,13,2491
12098,16,14,2561
12097,18,10,2724
12096,18,9,2775
12095,13,12,2854
12101,17,16,2698
12103,17,15,2943
12104,17,11,2974
12100,16,12,3073
12102,13,13,3189
12106,18,10,2494
12107,18,12,2655
12109,15,11,2711
12105,15,9,2796
12108,12,11,2828
12114,18,12,2763
12113,15,11,2844
12111,13,14,2889
12110,19,9,2961
12112,16,9,3051
12117,17,9,2717
12118,17,11,2756
12116,13,12,2766
12119,13,10,2892
12115,12,10,3012
12123,12,11,2038
12124,14,12,2319
12120,20,11,2522
12122,19,11,2708
12121,15,11,2750
12127,20,11,2703
12125,17,12,2861
12129,20,9,2920
12128,16,10,3025
12126,14,10,3124
12130,17,14,2634
12131,15,14,3032
12134,15,12,3073
12132,12,15,3116
12133,14,11,3128
12139,20,11,2385
12136,21,12,2522
12137,21,9,2760
12135,18,10,2804
12138,16,9,2857
12140,15,11,2543
12143,17,13,2747
12142,18,9,2868
12144,17,13,2866
12141,15,13,3007
12149,20,10,2474
12146,20,11,2523
12145,14,11,2748
12147,17,11,2852
12148,16,10,2945
12150,26,20,2209
12153,26,18,2458
12154,21,20,2643
12152,20,10,2780
12151,22,19,2873
12158,17,18,2479
12157,19,11,2588
12159,13,22,2639
12156,15,17,2817
12155,18,15,2893
12164,22,17,2452
12161,19,17,2569
12162,19,17,2682
12163,15,14,2818
12160,16,17,2820
12169,17,71,2447
12167,14,74,2457
12166,18,68,2721
12168,14,9,2881
12165,12,11,3005
12172,15,21,2494
12173,18,18,2543
12174,12,23,2583
12171,18,18,2835
12170,16,20,2848
12177,19,11,2303
12176,20,12,2382
12175,16,11,2758
12179,16,11,2796
12178,13,12,2927
12182,12,11,2379
12184,17,13,2582
12180,17,13,2674
12181,14,11,2942
12183,17,10,2958
12189,12,13,2361
12188,16,12,2682
12187,17,15,2737
12186,19,9,2983
12185,18,10,3016
12193,20,9,2285
12191,19,13,2507
12190,16,11,2709
12194,19,12,2785
12192,19,10,2807
12195,18,13,2653
12198,13,14,2699
12197,16,14,2917
12199,17,10,2996
12196,12,13,3076
12202,21,7,2534
12201,17,12,2592
12204,14,13,2717
12200,16,10,2788
12203,12,11,2864
12205,18,12,2557
12207,16,14,2643
12206,17,11,2781
12209,17,9,3002
12208,14,11,3017
12212,14,10,2430
12213,20,10,2793
12211,20,10,2830
12210,17,12,2932
12214,16,10,3021
12216,17,12,2544
12219,15,11,2621
12217,16,10,2670
12218,14,10,2874
12215,12,10,2900
12220,13,11,2466
12223,18,9,2695
12224,18,11,2885
12222,14,12,2923
12221,14,10,3043
12227,13,11,2220
12229,16,10,2355
12226,21,10,2686
12225,16,13,2802
12228,16,12,2830
12231,18,28,2453
12234,19,28,2666
12232,18,29,2829
12233,17,29,2966
12230,17,15,3007
12235,15,9,2398
12236,18,12,2702
12237,20,10,2838
12239,14,13,2951
12238,17,8,3059
12243,19,12,2523
12241,17,12,2678
12242,19,13,2695
12240,20,9,2889
12244,15,11,2900
12249,19,10,2474
12248,22,10,2496
12246,23,13,2792
12247,21,14,2987
12245,22,10,3049
12250,13,9,2559
12254,16,12,2623
12253,17,9,2707
12251,11,9,2840
12252,13,11,2956
12258,19,10,2344
12259,16,9,2471
12257,16,11,2734
12255,15,8,2840
12256,13,8,2845
12261,16,10,2699
12264,16,11,2763
12262,17,9,2786
12263,13,9,3020
12260,12,9,3033
12267,19,10,3010
12265,14,9,3034
12266,16,9,3081
12269,15,12,3087
12268,19,9,3090
12270,18,11,2479
12274,17,9,2596
12271,16,10,2651
12272,15,8,2867
12273,13,8,2899
12278,20,10,2675
12277,19,11,2715
12276,17,11,2917
12279,16,10,3077
12275,16,9,3083
12281,17,14,2500
12283,18,11,2885
12282,17,12,2960
12284,17,9,2973
12280,16,10,3068
12285,21,15,2448
12286,27,9,2547
12289,24,9,2576
12288,18,12,2826
12287,20,9,2862
12291,19,14,2761
12293,16,10,2784
12294,18,13,2779
12292,18,10,2884
12290,20,9,2991
12297,20,13,2700
12296,21,9,2871
12299,19,13,2902
12298,19,10,2928
12295,17,10,3103
12300,15,16,2339
12303,18,15,2599
12304,18,15,2666
12301,18,15,2890
12302,17,15,2905
12308,21,10,2805
12306,21,11,2810
12309,17,11,2872
12305,17,10,2966
12307,15,9,3049
12312,14,11,2490
12311,20,10,2791
12310,20,12,2853
12313,23,8,2945
12314,12,10,3031
12317,16,14,2578
12316,16,12,2816
12318,13,11,2826
12319,15,13,2848
12315,16,10,2911
12321,14,9,2718
12324,17,13,2887
12322,18,9,2977
12323,17,12,2987
12320,16,10,3070
12328,14,9,2507
12327,21,10,2631
12325,19,11,2767
12329,14,11,3096
12326,17,10,3128
12334,19,10,2402
12333,16,14,2542
12330,16,13,2702
12331,17,10,2818
12332,14,11,2886
12338,18,11,2564
12336,21,9,2750
12339,15,10,3010
12335,13,10,3017
12337,15,8,3088
12342,19,10,2641
12344,18,9,2645
12340,17,10,2890
12341,14,11,3010
12343,13,10,3021
12346,37,13,2285
12347,35,14,2466
12345,36,12,2659
12349,34,10,2831
12348,32,12,2852
12354,19,13,2645
12350,25,11,2811
12351,19,13,2914
12353,19,12,3110
12352,17,12,3137
12356,14,10,2500
12359,17,12,2688
12358,19,11,2770
12357,18,10,2957
12355,17,10,2984
12363,18,14,2670
12364,18,13,2714
12360,19,12,2731
12362,18,10,2932
12361,15,12,2936
12365,15,11,2928
12368,17,13,3034
12367,17,13,3178
12366,16,11,3404
12369,16,10,3491
12374,39,28,2654
12371,41,41,3413
12370,41,21,3528
12373,42,17,3546
12372,38,16,3641
12376,18,11,2786
12378,13,12,2902
12377,16,14,3062
12375,19,9,3118
12379,16,10,3159
12384,16,12,2625
12381,18,12,2663
12383,12,9,2707
12382,16,11,2846
12380,15,11,2890
12387,17,14,2741
12385,16,11,2864
12386,17,13,2865
12388,16,12,3020
12389,12,11,3096
12392,21,10,2588
12391,17,11,2748
12393,15,10,3014
12394,18,10,3021
12390,14,11,3114
12399,28,12,2519
12395,29,15,2528
12398,27,17,2653
12396,26,11,2872
12397,24,11,2900
12404,16,13,2564
12401,18,13,2670
12400,19,10,2918
12403,13,11,3103
12402,15,11,3155
12409,15,14,2622
12405,18,14,2800
12407,17,11,2815
12406,18,9,3031
12408,14,11,3129
12412,17,12,2232
12414,18,12,2390
12411,17,11,2871
12413,13,11,2933
12410,16,11,2934
12418,18,48,2292
12416,20,46,2596
12419,18,44,2772
12415,17,47,3040
12417,15,45,3077
12420,20,11,2519
12422,17,12,2720
12423,18,9,2990
12421,15,10,3085
12424,13,9,3171
12427,19,10,2603
12429,18,10,2733
12426,15,12,2780
12425,14,11,2937
12428,15,10,2959
12432,21,8,2670
12433,16,13,2764
12431,16,10,2967
12434,16,11,2975
12430,15,10,3055
12438,17,14,2653
12439,13,11,2802
12435,19,15,3058
12437,19,14,3080
12436,20,13,3129
12444,21,16,2580
12442,25,13,2683
12443,19,15,2824
12441,23,13,2917
12440,18,15,2950
12445,22,10,2796
12449,20,14,2797
12446,20,11,2860
12447,17,11,3047
12448,17,12,3062
12452,18,11,2576
12451,16,9,2711
12454,17,9,2710
12450,14,10,2954
12453,12,9,2984
12458,19,23,2259
12455,19,23,2550
12459,16,12,2771
12457,14,10,3056
12456,13,9,3085
12462,16,13,2625
12463,18,14,2868
12461,19,13,3464
12460,17,10,3537
12464,14,15,3583
12467,35,29,2423
12466,43,25,2959
12469,33,30,3256
12468,35,18,3291
12465,46,21,3282
12472,18,13,2617
12471,21,10,2665
12470,17,11,2741
12474,16,11,2936
12473,14,10,2974
12476,18,11,2805
12478,15,9,2951
12477,17,11,2991
12479,16,9,3017
12475,13,9,3128
12484,24,11,2586
12482,27,9,2675
12481,27,9,2735
12480,22,9,2878
12483,23,11,2902
12485,17,13,2324
12488,14,11,2446
12489,16,13,2804
12486,17,11,2920
12487,12,10,2977
12492,20,9,2432
12491,18,8,2727
12494,15,11,2818
12493,15,9,2970
12490,14,8,3177
12495,20,13,2526
12498,19,13,2674
12499,18,11,2936
12497,19,10,2996
12496,16,11,3033
12500,16,10,2299
12503,17,12,2867
12501,19,11,3270
12502,18,9,3504
12504,14,9,3533
12506,21,12,2768
12505,18,13,3034
12509,17,10,3246
12508,15,11,3330
12507,13,9,3355
12514,19,15,2530
12512,20,11,2688
